phase,model,model_slug,question_id,question_title,contest_date,platform,difficulty,samples,correct_samples,questions_with_any_correct_sample,pass_at_1,pass_at_5,generation_duration_seconds
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3604,find-the-number-of-possible-ways-for-an-event,2024-10-12T07:30:00,leetcode,hard,1,0,0,0.0,,1.4574143089994323
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3605,construct-the-minimum-bitwise-array-i,2024-10-12T07:30:00,leetcode,easy,1,1,1,1.0,,1.1940490150000187
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3606,minimum-element-after-replacement-with-digit-sum,2024-09-28T07:30:00,leetcode,easy,1,1,1,1.0,,0.8866322140002012
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3607,minimum-division-operations-to-make-array-non-decreasing,2024-10-19T19:30:00,leetcode,medium,1,0,0,0.0,,1.5224099179995392
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3608,find-the-number-of-subsequences-with-equal-gcd,2024-10-26T19:30:00,leetcode,hard,1,0,0,0.0,,3.8363881459999902
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3610,find-x-sum-of-all-k-long-subarrays-i,2024-10-12T19:30:00,leetcode,easy,1,1,1,1.0,,1.6778203350004333
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3612,adjacent-increasing-subarrays-detection-i,2024-11-09T18:30:00,leetcode,easy,1,1,1,1.0,,2.0813678969998364
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3613,maximize-amount-after-two-days-of-conversions,2024-12-14T18:30:00,leetcode,medium,1,0,0,0.0,,3.280976988000475
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3616,make-array-elements-equal-to-zero,2024-11-16T18:30:00,leetcode,easy,1,0,0,0.0,,2.532392006999544
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3617,find-the-original-typed-string-i,2024-10-26T07:30:00,leetcode,easy,1,1,1,1.0,,0.8428186459996141
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3620,maximum-number-of-distinct-elements-after-operations,2024-12-21T18:30:00,leetcode,medium,1,1,1,1.0,,1.460359249999783
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3621,minimum-operations-to-make-array-values-equal-to-k,2024-12-07T06:30:00,leetcode,easy,1,0,0,0.0,,1.8127943270001197
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3622,maximum-frequency-of-an-element-after-performing-operations-i,2024-11-09T06:30:00,leetcode,medium,1,0,0,0.0,,1.4724910670001918
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3625,stone-removal-game,2024-11-23T06:30:00,leetcode,easy,1,0,0,0.0,,1.1936702060002062
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3626,smallest-divisible-digit-product-i,2024-11-09T06:30:00,leetcode,easy,1,1,1,1.0,,1.0111021510001592
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3627,find-minimum-time-to-reach-last-room-i,2024-11-02T19:30:00,leetcode,medium,1,0,0,0.0,,2.6399324170006366
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3629,total-characters-in-string-after-transformations-i,2024-10-26T19:30:00,leetcode,medium,1,0,0,0.0,,1.3092474090008182
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3631,count-k-reducible-numbers-less-than-n,2024-11-09T18:30:00,leetcode,hard,1,0,0,0.0,,1.6468103440001869
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3632,button-with-longest-push-time,2024-12-14T18:30:00,leetcode,easy,1,0,0,0.0,,1.4935829689993625
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3634,find-mirror-score-of-a-string,2025-01-04T18:30:00,leetcode,medium,1,0,0,0.0,,1.4857435980002265
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3636,check-balanced-string,2024-11-02T19:30:00,leetcode,easy,1,1,1,1.0,,0.947221871999318
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3637,count-number-of-balanced-permutations,2024-11-02T19:30:00,leetcode,hard,1,0,0,0.0,,2.6242929549998735
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3638,minimum-operations-to-make-character-frequencies-equal,2024-12-14T18:30:00,leetcode,hard,1,0,0,0.0,,1.3453924720006398
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3639,zero-array-transformation-i,2024-11-16T18:30:00,leetcode,medium,1,0,0,0.0,,1.5507361930003754
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3644,minimum-positive-sum-subarray,2024-11-23T18:30:00,leetcode,easy,1,1,1,1.0,,1.4904413069998554
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3646,sum-of-good-subsequences,2024-11-09T18:30:00,leetcode,hard,1,0,0,0.0,,2.91974885899981
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3647,zero-array-transformation-iii,2024-11-23T06:30:00,leetcode,medium,1,0,0,0.0,,1.5943246390006607
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3648,find-the-maximum-number-of-fruits-collected,2024-11-23T06:30:00,leetcode,hard,1,0,0,0.0,,4.727911998000309
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3649,minimum-time-to-break-locks-i,2024-12-07T06:30:00,leetcode,medium,1,0,0,0.0,,1.9802958489999583
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3651,transformed-array,2024-12-07T18:30:00,leetcode,easy,1,1,1,1.0,,1.779070997999952
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3653,maximum-subarray-sum-with-length-divisible-by-k,2024-12-07T18:30:00,leetcode,medium,1,0,0,0.0,,1.5011919409998882
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3654,minimum-array-sum,2024-11-23T18:30:00,leetcode,medium,1,0,0,0.0,,3.1484720529997503
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3655,digit-operations-to-make-two-integers-equal,2024-12-07T06:30:00,leetcode,medium,1,0,0,0.0,,3.540769669999463
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3656,minimum-number-of-operations-to-make-elements-in-array-distinct,2024-12-21T18:30:00,leetcode,easy,1,0,0,0.0,,1.2263589069998488
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3657,check-if-grid-can-be-cut-into-sections,2024-12-21T06:30:00,leetcode,medium,1,0,0,0.0,,2.2287795959991854
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3658,minimize-the-maximum-adjacent-element-difference,2024-11-16T18:30:00,leetcode,hard,1,0,0,0.0,,1.7768451049996656
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3659,count-paths-with-the-given-xor-value,2024-12-21T06:30:00,leetcode,medium,1,1,1,1.0,,3.4277806689997306
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3674,count-non-decreasing-subarrays-after-k-operations,2025-01-11T18:30:00,leetcode,hard,1,0,0,0.0,,1.8299737779998395
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3675,maximize-sum-of-weights-after-edge-removals,2024-11-23T18:30:00,leetcode,hard,1,0,0,0.0,,2.2317379209998762
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3676,smallest-number-with-all-set-bits,2024-11-30T18:30:00,leetcode,easy,1,1,1,1.0,,0.7511951589995078
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3677,maximum-amount-of-money-robot-can-earn,2025-01-11T18:30:00,leetcode,medium,1,0,0,0.0,,4.312707160000173
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3680,count-connected-components-in-lcm-graph,2024-12-07T06:30:00,leetcode,hard,1,0,0,0.0,,2.0867288460003692
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3681,maximum-area-rectangle-with-point-constraints-i,2024-12-07T18:30:00,leetcode,medium,1,0,0,0.0,,1.7529936720002297
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3682,count-the-number-of-arrays-with-k-matching-adjacent-elements,2024-12-28T18:30:00,leetcode,hard,1,0,0,0.0,,2.9834624080003778
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3683,find-the-lexicographically-largest-string-from-the-box-i,2024-12-28T18:30:00,leetcode,medium,1,0,0,0.0,,19.800629037999897
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3684,substring-matching-pattern,2025-01-04T06:30:00,leetcode,easy,1,0,0,0.0,,1.23953010599962
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3685,count-subarrays-of-length-three-with-a-condition,2024-12-21T06:30:00,leetcode,easy,1,1,1,1.0,,0.9471604420004951
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3686,count-beautiful-splits-in-an-array,2024-12-14T18:30:00,leetcode,medium,1,0,0,0.0,,1.4821779260000767
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3687,longest-special-path,2025-01-18T06:30:00,leetcode,hard,1,0,0,0.0,,2.6118702840003607
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3688,maximize-subarray-sum-after-removing-all-occurrences-of-one-element,2025-01-04T06:30:00,leetcode,hard,1,0,0,0.0,,1.9542031219998535
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3690,smallest-substring-with-identical-characters-i,2024-12-21T18:30:00,leetcode,hard,1,0,0,0.0,,2.2240128180001193
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3692,shortest-matching-substring,2025-02-15T06:30:00,leetcode,hard,1,0,0,0.0,,3.6033236300008866
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3696,count-substrings-divisible-by-last-digit,2025-02-08T18:30:00,leetcode,hard,1,0,0,0.0,,1.2361590939999587
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3697,minimum-increments-for-target-multiples-in-an-array,2025-02-01T18:30:00,leetcode,hard,1,0,0,0.0,,1.9479139459999715
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3699,count-special-subsequences,2024-12-28T18:30:00,leetcode,medium,1,0,0,0.0,,3.023089884000001
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3700,subsequences-with-a-unique-middle-mode-i,2024-12-21T06:30:00,leetcode,hard,1,0,0,0.0,,3.4911412669998754
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3701,minimum-cost-good-caption,2025-02-01T06:30:00,leetcode,hard,1,0,0,0.0,,1.6066570900002262
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3702,maximum-subarray-with-equal-products,2025-01-04T18:30:00,leetcode,easy,1,1,1,1.0,,2.03450329000043
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3704,count-partitions-with-even-sum-difference,2025-01-25T18:30:00,leetcode,easy,1,1,1,1.0,,1.1740110199998526
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3705,find-the-largest-almost-missing-integer,2025-03-01T18:30:00,leetcode,easy,1,0,0,0.0,,1.8077014899999995
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3708,zigzag-grid-traversal-with-skip,2025-01-11T18:30:00,leetcode,easy,1,0,0,0.0,,1.4148787869999069
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3709,find-special-substring-of-length-k,2025-02-15T18:30:00,leetcode,easy,1,1,1,1.0,,1.4677824199998213
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3714,maximum-and-minimum-sums-of-at-most-size-k-subsequences,2025-01-18T18:30:00,leetcode,medium,1,0,0,0.0,,2.861805378000099
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3715,maximum-coins-from-k-consecutive-bags,2025-01-04T18:30:00,leetcode,medium,1,0,0,0.0,,1.9451951430000918
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3716,longest-subsequence-with-decreasing-adjacent-difference,2025-01-04T06:30:00,leetcode,medium,1,0,0,0.0,,2.1436835989998144
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3717,minimum-operations-to-make-elements-within-k-subarrays-equal,2025-03-29T19:30:00,leetcode,hard,1,0,0,0.0,,2.754630203000488
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3720,minimize-the-maximum-edge-weight-of-graph,2025-01-11T18:30:00,leetcode,medium,1,0,0,0.0,,4.4322383240005365
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3721,count-mentions-per-user,2025-01-25T18:30:00,leetcode,medium,1,0,0,0.0,,3.438044176999938
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3722,sum-of-k-subarrays-with-length-at-least-m,2025-03-01T18:30:00,leetcode,medium,1,0,0,0.0,,2.36562980600047
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3723,sum-of-good-numbers,2025-02-15T06:30:00,leetcode,easy,1,1,1,1.0,,1.4521217789997536
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3725,maximum-and-minimum-sums-of-at-most-size-k-subarrays,2025-01-18T18:30:00,leetcode,hard,1,0,0,0.0,,1.4328639169998496
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3731,sum-of-variable-length-subarrays,2025-01-18T18:30:00,leetcode,easy,1,1,1,1.0,,1.0072922609997477
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3733,length-of-longest-v-shaped-diagonal-segment,2025-02-15T18:30:00,leetcode,hard,1,0,0,0.0,,2.262733759999719
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3736,find-valid-pair-of-adjacent-digits-in-string,2025-02-01T06:30:00,leetcode,easy,1,1,1,1.0,,1.098060560999329
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3737,paint-house-iv,2025-01-18T18:30:00,leetcode,medium,1,0,0,0.0,,2.176061711999864
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3739,manhattan-distances-of-all-arrangements-of-pieces,2025-01-18T06:30:00,leetcode,hard,1,0,0,0.0,,2.618207455000629
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3743,reschedule-meetings-for-maximum-free-time-i,2025-02-01T06:30:00,leetcode,medium,1,0,0,0.0,,1.1488380000000689
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3744,minimum-operations-to-make-array-elements-zero,2025-03-22T19:30:00,leetcode,hard,1,0,0,0.0,,1.430967960000089
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3747,maximum-difference-between-adjacent-elements-in-a-circular-array,2025-01-18T06:30:00,leetcode,easy,1,1,1,1.0,,0.973812547000307
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3748,sort-matrix-by-diagonals,2025-02-08T18:30:00,leetcode,medium,1,0,0,0.0,,2.7778462980004406
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3750,closest-equal-element-queries,2025-03-15T19:30:00,leetcode,medium,1,0,0,0.0,,1.9285725129993807
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3751,maximum-frequency-after-subarray-operation,2025-01-25T18:30:00,leetcode,medium,1,0,0,0.0,,1.3310881879997396
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3753,maximum-difference-between-even-and-odd-frequency-i,2025-02-01T18:30:00,leetcode,easy,1,1,1,1.0,,1.6463308420006797
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3754,maximum-manhattan-distance-after-k-changes,2025-02-01T18:30:00,leetcode,medium,1,0,0,0.0,,19.809673621
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3759,choose-k-elements-with-maximum-sum,2025-03-08T18:30:00,leetcode,medium,1,0,0,0.0,,2.2387805970001864
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3760,assign-elements-to-groups-with-constraints,2025-02-08T18:30:00,leetcode,medium,1,0,0,0.0,,1.1006437059995733
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3762,maximize-the-minimum-game-score,2025-02-08T18:30:00,leetcode,hard,1,0,0,0.0,,3.6887567200001286
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3763,separate-squares-i,2025-02-15T06:30:00,leetcode,medium,1,0,0,0.0,,2.203823435999766
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3764,maximum-sum-with-at-most-k-elements,2025-02-22T18:30:00,leetcode,medium,1,1,1,1.0,,1.9272461150003437
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3765,minimum-cost-to-divide-array-into-subarrays,2025-03-29T07:30:00,leetcode,hard,1,0,0,0.0,,2.4023004119999314
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3768,check-if-digits-are-equal-in-string-after-operations-i,2025-02-22T18:30:00,leetcode,easy,1,1,1,1.0,,0.9004689140001574
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3770,lexicographically-smallest-generated-string,2025-03-01T18:30:00,leetcode,hard,1,0,0,0.0,,1.5478553890006879
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3771,select-k-disjoint-special-substrings,2025-02-15T18:30:00,leetcode,medium,1,0,0,0.0,,2.2741375369996604
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3773,minimum-pair-removal-to-sort-array-i,2025-04-05T19:30:00,leetcode,easy,1,0,0,0.0,,1.653965307999897
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3776,find-minimum-cost-to-remove-array-elements,2025-03-01T06:30:00,leetcode,medium,1,0,0,0.0,,1.223156762999679
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3777,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,2025-04-05T19:30:00,leetcode,hard,1,0,0,0.0,,2.0098478330000944
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3778,transform-array-by-parity,2025-03-01T06:30:00,leetcode,easy,1,1,1,1.0,,1.02974477799944
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3779,eat-pizzas,2025-02-15T18:30:00,leetcode,medium,1,0,0,0.0,,2.4289915409999594
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3781,maximize-the-distance-between-points-on-a-square,2025-02-22T18:30:00,leetcode,hard,1,0,0,0.0,,2.060173732000294
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3783,permutations-iv,2025-03-01T06:30:00,leetcode,hard,1,0,0,0.0,,2.0811616600003617
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3784,longest-common-prefix-of-k-strings-after-removal,2025-03-15T07:30:00,leetcode,hard,1,0,0,0.0,,2.1895496750003076
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3785,find-the-number-of-copy-arrays,2025-03-01T06:30:00,leetcode,medium,1,0,0,0.0,,2.43011223800022
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3786,longest-palindromic-subsequence-after-at-most-k-operations,2025-03-01T18:30:00,leetcode,medium,1,0,0,0.0,,3.1850061589993857
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3788,maximum-unique-subarray-sum-after-deletion,2025-03-15T19:30:00,leetcode,easy,1,0,0,0.0,,0.8186849060002714
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3789,maximize-subarrays-after-removing-one-conflicting-pair,2025-03-08T18:30:00,leetcode,hard,1,0,0,0.0,,3.4270683499998995
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3791,fruits-into-baskets-iii,2025-03-08T18:30:00,leetcode,medium,1,0,0,0.0,,1.491364970000177
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3793,longest-palindrome-after-substring-concatenation-i,2025-03-29T19:30:00,leetcode,medium,1,0,0,0.0,,1.8497738690002734
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3794,find-the-minimum-amount-of-time-to-brew-potions,2025-03-22T19:30:00,leetcode,medium,1,0,0,0.0,,2.421112785999867
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3795,zero-array-transformation-iv,2025-03-15T19:30:00,leetcode,medium,1,0,0,0.0,,2.2083901980004157
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3799,unique-3-digit-even-numbers,2025-03-15T07:30:00,leetcode,easy,1,0,0,0.0,,1.0670202930004962
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3801,count-beautiful-numbers,2025-03-15T19:30:00,leetcode,hard,1,0,0,0.0,,1.3256010300001435
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3805,maximize-active-section-with-trade-i,2025-03-29T07:30:00,leetcode,medium,1,0,0,0.0,,3.4955954040005963
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3809,properties-graph,2025-03-22T19:30:00,leetcode,medium,1,1,1,1.0,,2.2644583770006648
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3811,reverse-degree-of-a-string,2025-03-29T07:30:00,leetcode,easy,1,1,1,1.0,,1.1182337910004208
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3817,maximum-containers-on-a-ship,2025-03-22T19:30:00,leetcode,easy,1,1,1,1.0,,1.1037258200003635
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,3832,minimum-cost-to-reach-every-position,2025-03-29T19:30:00,leetcode,easy,1,0,0,0.0,,1.8247475990001476
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc301_a,Overall Winner,2023-05-13T00:00:00,atcoder,easy,1,0,0,0.0,,1.9491583130002255
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc301_b,Fill the Gaps,2023-05-13T00:00:00,atcoder,easy,1,0,0,0.0,,2.3116198130001067
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc301_c,AtCoder Cards,2023-05-13T00:00:00,atcoder,medium,1,0,0,0.0,,1.945850927999345
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc301_d,Bitmask,2023-05-13T00:00:00,atcoder,medium,1,0,0,0.0,,2.0817070299999614
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc301_e,Pac,2023-05-13T00:00:00,atcoder,hard,1,0,0,0.0,,19.681511556999794
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc301_f,Anti,2023-05-13T00:00:00,atcoder,hard,1,0,0,0.0,,4.900484463999419
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc302_a,Attack,2023-05-20T00:00:00,atcoder,easy,1,1,1,1.0,,0.6863672239996959
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc302_b,Find snuke,2023-05-20T00:00:00,atcoder,medium,1,1,1,1.0,,3.1226974119999795
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc302_c,Almost Equal,2023-05-20T00:00:00,atcoder,medium,1,1,1,1.0,,1.989425036999819
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc302_d,Impartial Gift,2023-05-20T00:00:00,atcoder,medium,1,0,0,0.0,,2.6643554459997176
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc302_e,Isolation,2023-05-20T00:00:00,atcoder,hard,1,0,0,0.0,,4.07985290400029
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc302_f,Merge Set,2023-05-20T00:00:00,atcoder,hard,1,0,0,0.0,,5.853024574000301
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc303_a,Similar String,2023-05-27T00:00:00,atcoder,easy,1,1,1,1.0,,1.1780848270000206
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc303_b,Discord,2023-05-27T00:00:00,atcoder,easy,1,0,0,0.0,,2.3414659749996645
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc303_c,Dash,2023-05-27T00:00:00,atcoder,medium,1,0,0,0.0,,20.49728396899991
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc303_d,Shift vs. CapsLock,2023-05-27T00:00:00,atcoder,medium,1,0,0,0.0,,3.4891424079996796
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc303_e,A Gift From the Stars,2023-05-27T00:00:00,atcoder,hard,1,0,0,0.0,,20.235569823999867
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc304_a,First Player,2023-06-03T00:00:00,atcoder,easy,1,1,1,1.0,,1.4587370509998436
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc304_b,Subscribers,2023-06-03T00:00:00,atcoder,easy,1,1,1,1.0,,2.2072745980003674
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc304_c,Virus,2023-06-03T00:00:00,atcoder,medium,1,1,1,1.0,,2.6367597879998357
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc304_d,A Piece of Cake,2023-06-03T00:00:00,atcoder,medium,1,0,0,0.0,,20.831025788999796
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc304_e,Good Graph,2023-06-03T00:00:00,atcoder,hard,1,0,0,0.0,,21.129959542000506
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc305_a,Water Station,2023-06-10T00:00:00,atcoder,easy,1,1,1,1.0,,0.9472961029996441
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc305_b,ABCDEFG,2023-06-10T00:00:00,atcoder,easy,1,1,1,1.0,,1.4690654290006933
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc305_c,Snuke the Cookie Picker,2023-06-10T00:00:00,atcoder,medium,1,1,1,1.0,,3.0145989410002585
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc305_d,Sleep Log,2023-06-10T00:00:00,atcoder,hard,1,0,0,0.0,,4.047222268000041
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc305_e,Art Gallery on Graph,2023-06-10T00:00:00,atcoder,hard,1,0,0,0.0,,3.882351000000199
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc306_a,Echo,2023-06-17T00:00:00,atcoder,easy,1,1,1,1.0,,0.9370449259995439
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc306_b,Base 2,2023-06-17T00:00:00,atcoder,easy,1,0,0,0.0,,0.7983845370008567
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc306_c,Centers,2023-06-17T00:00:00,atcoder,medium,1,1,1,1.0,,1.1881376199999067
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc306_d,Poisonous Full,2023-06-17T00:00:00,atcoder,medium,1,0,0,0.0,,2.767586132999895
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc306_e,Best Performances,2023-06-17T00:00:00,atcoder,hard,1,0,0,0.0,,21.06027925700073
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc307_a,Weekly Records,2023-06-24T00:00:00,atcoder,easy,1,1,1,1.0,,0.8196728279999661
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc307_b,racecar,2023-06-24T00:00:00,atcoder,easy,1,1,1,1.0,,1.25306075699973
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc307_c,Ideal Sheet,2023-06-24T00:00:00,atcoder,medium,1,0,0,0.0,,21.03853745699962
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc307_d,Mismatched Parentheses,2023-06-24T00:00:00,atcoder,medium,1,0,0,0.0,,1.5623206640002536
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc307_e,Distinct Adjacent,2023-06-24T00:00:00,atcoder,hard,1,0,0,0.0,,1.1183129190003456
benchmark,ollama/rnj-1:latest,ollama_rnj-1_latest,abc308_a,New Scheme,2023-07-01T00:00:00,atcoder,easy,1,1,1,1.0,,1.0865900809994855
